@relation risco_credito

@attribute rangeIdade {'até 25', '26 a 40', '41 a 60', 'acima de 60'}
@attribute numeroDependentes numeric
 @attribute estadoCivil {'Solteiro', 'Casado', 'Viuvo', 'Divorciado'}
@attribute escolaridade {'Ensino Médio Incompleto', 'Sem Escolaridade', 'Ensino Fundamental Completo', 'Ensino Fundamental Incompleto', 'Ensino Médio Completo', 'Superior Completo', 'Técnico', 'Superior Incompleto', 'Pós-graduação', 'Mestrado', 'Doutorado', 'Pós-doutorado'}
@attribute tempoEnderecoAnos numeric
@attribute nivelInadimplenciaEstado numeric
@attribute tipoContratoResidencia {'Locatario', 'Proprietario', 'Ocupante sem custo'}
@attribute tipoEmprego {'Estagio', 'CLT', 'Autonomo', 'PJ'}
@attribute tempoEmpregoAtual numeric
@attribute salarioLiquidoMensal numeric
@attribute montanteInvestimentos numeric
@attribute montanteBens numeric
@attribute saldo numeric
@attribute restanteMensal numeric
@attribute estaInadimplente {0,1}
@attribute valorParcelaAtiva numeric
@attribute mesesAtrasado numeric
@attribute valorCreditoRestanteTotal numeric
@attribute score numeric

@data'acima de 60',1,'Solteiro','Sem Escolaridade',59,43,'Locatario','CLT',0,1518.00,0.00,49610.00,20424.00,0.00,0,0.00,0,0.00,601
'41 a 60',4,'Solteiro','Sem Escolaridade',34,50,'Locatario','CLT',26,1518.00,0.00,151609.00,77160.00,6809.00,0,46330.05,0,307758.62,539
'26 a 40',0,'Viuvo','Doutorado',19,49,'Proprietario','CLT',19,2735.00,465265.00,320687.00,56599.00,0.00,1,276.59,12,12232.09,706
'acima de 60',1,'Casado','Sem Escolaridade',79,44,'Locatario','PJ',25,1518.00,0.00,26579.00,22324.00,0.00,0,0.00,0,0.00,501
'acima de 60',0,'Casado','Ensino Médio Completo',78,42,'Locatario','Autonomo',52,1518.00,393777.00,657996.00,610321.00,0.00,1,1431.56,70,58484.09,509
'41 a 60',3,'Solteiro','Técnico',40,41,'Locatario','CLT',23,2121.00,0.00,60884.00,34284.00,18033.00,1,1147.59,32,71029.13,515
'41 a 60',2,'Solteiro','Sem Escolaridade',50,46,'Locatario','CLT',31,2330.00,0.00,83345.00,65620.00,-65879.00,1,354.08,45,26098.18,431
'41 a 60',4,'Solteiro','Sem Escolaridade',20,54,'Locatario','CLT',4,1671.00,0.00,63046.00,28536.00,1527.00,1,3826.70,28,92217.50,361
'acima de 60',2,'Solteiro','Sem Escolaridade',46,49,'Locatario','CLT',34,1518.00,0.00,83000.00,55212.00,19612.00,1,2955.99,0,57171.43,625
'acima de 60',3,'Solteiro','Sem Escolaridade',1,43,'Locatario','CLT',30,2836.00,0.00,37994.00,37053.00,0.00,1,36.55,65,560.20,391
'até 25',4,'Solteiro','Sem Escolaridade',23,56,'Locatario','CLT',6,1518.00,0.00,56643.00,7734.00,79.00,1,9895.17,53,454080.29,283
'41 a 60',3,'Solteiro','Doutorado',26,41,'Locatario','Autonomo',14,8109.00,163682.00,343356.00,20787.00,0.00,0,0.00,0,0.00,719
'acima de 60',1,'Casado','Ensino Fundamental Completo',23,44,'Proprietario','CLT',14,2572.00,0.00,64256.00,13220.00,-8367.00,1,698.81,44,21942.55,570
'acima de 60',0,'Solteiro','Sem Escolaridade',14,59,'Locatario','CLT',68,1643.00,0.00,50459.00,50156.00,0.00,0,0.00,0,0.00,668
'41 a 60',3,'Solteiro','Sem Escolaridade',19,49,'Locatario','CLT',10,2663.00,0.00,83222.00,37766.00,0.00,0,0.00,0,0.00,560
'acima de 60',2,'Viuvo','Técnico',58,51,'Proprietario','PJ',2,2437.00,0.00,59236.00,49380.00,19703.00,0,0.00,0,0.00,724
'acima de 60',0,'Solteiro','Sem Escolaridade',54,54,'Locatario','CLT',45,1518.00,0.00,59500.00,34241.00,0.00,1,2229.41,27,55567.99,415
'26 a 40',0,'Solteiro','Sem Escolaridade',4,56,'Locatario','CLT',11,2176.00,0.00,92075.00,19099.00,8264.00,0,0.00,0,0.00,718
'26 a 40',2,'Viuvo','Ensino Fundamental Completo',18,62,'Locatario','Autonomo',16,2561.00,0.00,100472.00,42453.00,0.00,0,227.40,0,2582.86,499
'41 a 60',3,'Viuvo','Superior Completo',56,44,'Proprietario','Autonomo',39,1518.00,0.00,48778.00,5241.00,0.00,0,24421.34,0,74935.71,382
'acima de 60',3,'Solteiro','Sem Escolaridade',33,49,'Locatario','CLT',55,1518.00,0.00,52182.00,48587.00,-44651.00,0,822.28,0,48381.25,502
'41 a 60',4,'Casado','Ensino Fundamental Completo',50,44,'Proprietario','Autonomo',2,1518.00,0.00,87868.00,60916.00,16175.00,0,286.88,0,10804.75,629
'até 25',2,'Solteiro','Ensino Fundamental Completo',1,61,'Locatario','CLT',2,2215.00,0.00,26159.00,8729.00,1612.00,0,661.84,0,43927.64,473
'41 a 60',1,'Solteiro','Sem Escolaridade',60,44,'Locatario','CLT',14,1518.00,0.00,42620.00,38515.00,331.00,0,0.00,0,0.00,498
'acima de 60',1,'Viuvo','Técnico',90,41,'Proprietario','CLT',34,1518.00,0.00,95711.00,34494.00,0.00,0,0.00,0,0.00,744
'até 25',4,'Solteiro','Sem Escolaridade',4,56,'Locatario','CLT',4,1518.00,0.00,55323.00,20331.00,6233.00,1,2012.14,52,93338.89,381
'26 a 40',1,'Viuvo','Superior Incompleto',31,41,'Proprietario','Autonomo',17,3058.00,0.00,27365.00,17878.00,0.00,0,1105.18,0,61368.89,562
'acima de 60',4,'Solteiro','Sem Escolaridade',89,49,'Locatario','CLT',71,1754.00,0.00,21497.00,11560.00,0.00,0,0.00,0,0.00,564
'41 a 60',3,'Solteiro','Ensino Fundamental Incompleto',40,59,'Locatario','CLT',23,1518.00,0.00,185938.00,92574.00,0.00,1,15001.53,40,251104.31,288
'acima de 60',2,'Solteiro','Sem Escolaridade',16,49,'Locatario','PJ',9,2736.00,0.00,118457.00,31171.00,-34280.00,0,0.00,0,0.00,574
'acima de 60',3,'Solteiro','Sem Escolaridade',62,41,'Locatario','CLT',51,2377.00,0.00,40506.00,19478.00,-27088.00,0,10024.94,0,811398.24,426
'41 a 60',0,'Solteiro','Sem Escolaridade',47,41,'Locatario','CLT',16,2760.00,0.00,131238.00,67103.00,23377.00,0,0.00,0,0.00,713
'acima de 60',3,'Solteiro','Sem Escolaridade',95,49,'Locatario','CLT',77,1518.00,0.00,88824.00,48960.00,2783.00,0,0.00,0,0.00,713
'41 a 60',4,'Viuvo','Mestrado',24,54,'Locatario','CLT',31,2478.00,0.00,76701.00,10224.00,0.00,0,0.00,0,0.00,572
'acima de 60',1,'Solteiro','Sem Escolaridade',15,62,'Locatario','CLT',50,3099.00,0.00,51137.00,46146.00,-59941.00,0,0.00,0,0.00,681
'41 a 60',0,'Solteiro','Sem Escolaridade',51,56,'Locatario','CLT',35,1518.00,0.00,32899.00,2037.00,0.00,1,9334.99,38,130700.00,245
'acima de 60',0,'Solteiro','Sem Escolaridade',25,43,'Locatario','CLT',6,1518.00,0.00,80496.00,56221.00,6697.00,1,1435.07,47,84678.05,564
'até 25',1,'Viuvo','Superior Incompleto',20,47,'Locatario','CLT',2,1518.00,0.00,116242.00,69358.00,0.00,0,0.00,0,0.00,670
'acima de 60',2,'Solteiro','Sem Escolaridade',40,43,'Locatario','CLT',18,1518.00,0.00,89347.00,82086.00,0.00,1,20.29,42,1011.57,566
'26 a 40',2,'Solteiro','Sem Escolaridade',26,50,'Locatario','CLT',8,2511.00,0.00,81222.00,67031.00,24119.00,0,0.00,0,0.00,748
'26 a 40',0,'Casado','Mestrado',27,51,'Locatario','PJ',4,1929.00,93981.00,552803.00,354828.00,0.00,1,38741.40,47,828208.77,525
'41 a 60',4,'Casado','Sem Escolaridade',9,59,'Locatario','CLT',10,1518.00,0.00,103211.00,85205.00,7923.00,0,0.00,0,0.00,628
'41 a 60',1,'Solteiro','Sem Escolaridade',48,50,'Locatario','CLT',30,15698.00,679050.00,250908.00,53719.00,0.00,1,2177.45,63,107245.95,574
'26 a 40',1,'Solteiro','Sem Escolaridade',16,43,'Locatario','CLT',13,1518.00,0.00,61189.00,21332.00,-54734.00,0,28618.17,0,753000.00,512
'acima de 60',1,'Viuvo','Ensino Fundamental Incompleto',42,43,'Locatario','Autonomo',43,1709.00,0.00,38281.00,36485.00,0.00,0,323.96,0,25640.00,380
'41 a 60',3,'Solteiro','Sem Escolaridade',48,42,'Locatario','CLT',32,1518.00,0.00,70259.00,6493.00,-63299.00,0,25271.02,0,631561.71,422
'acima de 60',2,'Solteiro','Sem Escolaridade',9,54,'Locatario','CLT',70,1518.00,0.00,36598.00,1591.00,-59735.00,0,0.00,0,0.00,462
'41 a 60',0,'Viuvo','Mestrado',51,36,'Locatario','CLT',2,1729.00,0.00,98029.00,30786.00,0.00,0,3641.02,0,241384.62,592
'41 a 60',3,'Viuvo','Técnico',43,47,'Proprietario','CLT',25,2391.00,0.00,40862.00,15874.00,0.00,0,0.00,0,0.00,600
'41 a 60',2,'Solteiro','Sem Escolaridade',48,61,'Locatario','CLT',10,2628.00,0.00,102048.00,32093.00,180.00,1,1317.02,40,13096.37,274
'até 25',3,'Solteiro','Ensino Fundamental Incompleto',18,54,'Proprietario','PJ',0,2234.00,246211.00,188142.00,117789.00,0.00,0,7614.43,0,302241.88,389
'26 a 40',2,'Solteiro','Ensino Médio Completo',1,44,'Locatario','CLT',15,2353.00,0.00,29642.00,29149.00,4299.00,1,10283.27,37,594617.98,410
'até 25',3,'Solteiro','Sem Escolaridade',20,54,'Locatario','CLT',2,2182.00,0.00,90928.00,50822.00,-30083.00,0,0.00,0,0.00,563
'acima de 60',2,'Casado','Ensino Fundamental Completo',86,50,'Proprietario','CLT',70,1957.00,0.00,32377.00,1963.00,-21115.00,0,0.00,0,0.00,583
'até 25',1,'Solteiro','Sem Escolaridade',20,37,'Locatario','CLT',2,14628.00,166915.00,194168.00,48655.00,1253.00,1,1052.76,77,24768.65,632
'26 a 40',2,'Solteiro','Ensino Fundamental Incompleto',26,44,'Proprietario','Autonomo',0,8298.00,211047.00,342912.00,73950.00,-251583.00,0,0.00,0,0.00,712
'acima de 60',1,'Solteiro','Sem Escolaridade',97,44,'Locatario','CLT',79,1843.00,0.00,36169.00,36042.00,0.00,1,1448.51,33,73373.91,319
'26 a 40',4,'Solteiro','Sem Escolaridade',27,41,'Locatario','CLT',2,1574.00,0.00,16694.00,7275.00,0.00,0,0.00,0,0.00,564
'41 a 60',4,'Solteiro','Sem Escolaridade',4,47,'Locatario','CLT',19,3119.00,0.00,27495.00,23669.00,-53929.00,0,0.00,0,0.00,573
'26 a 40',4,'Viuvo','Superior Incompleto',24,49,'Locatario','Autonomo',13,2675.00,0.00,27127.00,21685.00,-62528.00,0,0.00,0,0.00,541
'26 a 40',2,'Casado','Mestrado',25,44,'Proprietario','Autonomo',7,2499.00,0.00,12905.00,10681.00,0.00,0,7902.17,0,89550.72,532
'26 a 40',2,'Solteiro','Sem Escolaridade',29,41,'Locatario','CLT',10,1518.00,0.00,100566.00,37748.00,10041.00,0,0.00,0,0.00,723
'41 a 60',0,'Solteiro','Sem Escolaridade',47,42,'Locatario','CLT',12,1518.00,0.00,106389.00,70623.00,24747.00,1,480.44,55,13439.98,485
'acima de 60',1,'Casado','Doutorado',4,41,'Proprietario','Autonomo',0,1518.00,0.00,26902.00,14385.00,4699.00,0,0.00,0,0.00,679
'acima de 60',4,'Solteiro','Sem Escolaridade',87,37,'Locatario','CLT',37,1995.00,0.00,97212.00,33994.00,0.00,0,27608.47,0,292076.92,568
'acima de 60',4,'Solteiro','Sem Escolaridade',41,62,'Locatario','CLT',69,2243.00,0.00,13901.00,5540.00,-17772.00,0,4303.85,0,99211.59,387
'41 a 60',0,'Casado','Ensino Fundamental Incompleto',48,50,'Locatario','Autonomo',30,3268.00,0.00,46541.00,26194.00,-47253.00,1,1182.69,15,16667.94,298
'26 a 40',3,'Solteiro','Sem Escolaridade',9,54,'Locatario','CLT',12,3268.00,0.00,94050.00,64646.00,0.00,0,1039.76,0,89167.27,573
'acima de 60',4,'Solteiro','Sem Escolaridade',79,54,'Locatario','CLT',36,2581.00,0.00,34133.00,7182.00,0.00,1,88.80,65,4038.98,417
'acima de 60',0,'Viuvo','Ensino Médio Incompleto',71,43,'Proprietario','CLT',26,1518.00,0.00,58444.00,3009.00,844.00,1,2514.00,1,127444.26,474
'acima de 60',1,'Viuvo','Técnico',58,54,'Locatario','PJ',30,2365.00,0.00,127486.00,35445.00,-4840.00,0,0.00,0,0.00,585
'acima de 60',0,'Solteiro','Sem Escolaridade',73,43,'Locatario','CLT',5,1518.00,0.00,17405.00,7736.00,2594.00,0,0.00,0,0.00,694
'acima de 60',1,'Solteiro','Doutorado',56,44,'Proprietario','Autonomo',43,15271.00,427793.00,612582.00,67246.00,3475.00,1,35.08,31,619.01,849
'41 a 60',0,'Solteiro','Sem Escolaridade',19,51,'Locatario','CLT',37,1763.00,0.00,67958.00,32313.00,4988.00,1,3263.14,47,74983.33,421
'41 a 60',0,'Solteiro','Sem Escolaridade',16,46,'Locatario','CLT',22,3207.00,0.00,77745.00,1443.00,0.00,1,15053.16,80,690321.49,379
'41 a 60',1,'Solteiro','Sem Escolaridade',34,49,'Locatario','CLT',1,12725.00,200890.00,523767.00,216072.00,0.00,1,12193.58,33,77190.47,414
'26 a 40',3,'Solteiro','Sem Escolaridade',23,44,'Locatario','CLT',9,1518.00,0.00,23209.00,14801.00,1456.00,0,0.00,0,0.00,564
'26 a 40',2,'Viuvo','Ensino Fundamental Incompleto',40,36,'Locatario','PJ',18,1735.00,0.00,85659.00,22870.00,-20686.00,0,0.00,0,0.00,582
'26 a 40',1,'Viuvo','Ensino Fundamental Incompleto',0,62,'Proprietario','PJ',14,2886.00,0.00,79969.00,67041.00,25632.00,0,1775.90,0,72346.15,452
'41 a 60',0,'Viuvo','Superior Completo',59,43,'Proprietario','CLT',41,2685.00,115564.00,836443.00,463522.00,-30586.00,1,373.29,5,2087.43,684
'41 a 60',0,'Solteiro','Sem Escolaridade',46,43,'Locatario','CLT',28,1518.00,0.00,47544.00,16012.00,-11936.00,0,0.00,0,0.00,539
'acima de 60',0,'Solteiro','Sem Escolaridade',24,37,'Locatario','CLT',11,2882.00,0.00,29948.00,11241.00,0.00,0,0.00,0,0.00,672
'acima de 60',3,'Solteiro','Superior Completo',67,49,'Proprietario','CLT',57,2328.00,0.00,66479.00,32402.00,0.00,0,11325.93,0,518274.69,662
'acima de 60',1,'Solteiro','Sem Escolaridade',92,41,'Locatario','CLT',65,2424.00,0.00,34038.00,1376.00,-134.00,1,479.99,42,10047.50,327
'41 a 60',0,'Solteiro','Sem Escolaridade',49,44,'Locatario','CLT',40,5139.00,18501.00,496865.00,297649.00,-292653.00,1,9705.17,4,149128.92,536
'até 25',4,'Solteiro','Sem Escolaridade',6,61,'Locatario','CLT',2,3285.00,0.00,92174.00,84232.00,0.00,1,3453.63,41,198177.78,404
'41 a 60',1,'Viuvo','Mestrado',55,51,'Proprietario','Autonomo',33,2578.00,0.00,42102.00,30338.00,1019.00,0,0.00,0,0.00,499
'26 a 40',3,'Solteiro','Ensino Médio Incompleto',16,46,'Locatario','CLT',8,1637.00,10885.00,615168.00,202217.00,-141065.00,1,1396.47,65,32609.45,494
'acima de 60',2,'Solteiro','Sem Escolaridade',64,49,'Locatario','CLT',46,2167.00,0.00,89462.00,79759.00,0.00,0,0.00,0,0.00,668
'26 a 40',1,'Solteiro','Sem Escolaridade',24,41,'Locatario','CLT',3,1861.00,0.00,76693.00,23817.00,-29559.00,1,497.53,33,4477.27,541
'acima de 60',3,'Casado','Ensino Fundamental Completo',72,61,'Proprietario','PJ',47,1609.00,0.00,86380.00,61005.00,-43471.00,0,0.00,0,0.00,631
'41 a 60',4,'Solteiro','Sem Escolaridade',49,54,'Locatario','CLT',27,2230.00,0.00,51601.00,20036.00,6043.00,0,0.00,0,0.00,603
'26 a 40',4,'Solteiro','Sem Escolaridade',8,44,'Locatario','CLT',8,2222.00,0.00,89900.00,36916.00,1434.00,1,3674.52,45,25137.68,391
'41 a 60',3,'Solteiro','Ensino Fundamental Incompleto',12,56,'Proprietario','CLT',14,1518.00,0.00,142923.00,64854.00,6410.00,1,7550.14,34,400480.00,453
'acima de 60',2,'Solteiro','Sem Escolaridade',91,49,'Locatario','CLT',40,2079.00,0.00,55031.00,53336.00,6103.00,0,0.00,0,0.00,748
'acima de 60',4,'Solteiro','Sem Escolaridade',69,37,'Locatario','CLT',78,2308.00,0.00,96517.00,74172.00,23265.00,1,2190.40,48,29323.92,576
'26 a 40',3,'Solteiro','Sem Escolaridade',36,41,'Locatario','CLT',18,1518.00,0.00,41023.00,10013.00,0.00,1,1674.40,78,4352.90,369
'acima de 60',2,'Solteiro','Pós-graduação',61,59,'Locatario','Autonomo',19,9684.00,147340.00,722583.00,342126.00,-17301.00,1,280388.61,11,974350.25,566
'41 a 60',3,'Solteiro','Sem Escolaridade',2,47,'Locatario','CLT',34,1630.00,0.00,46808.00,16384.00,-27880.00,1,437.25,54,6153.85,373
'acima de 60',2,'Solteiro','Sem Escolaridade',77,51,'Locatario','CLT',59,3138.00,0.00,49350.00,35195.00,-52407.00,0,0.00,0,0.00,616
'acima de 60',2,'Casado','Sem Escolaridade',65,44,'Locatario','PJ',5,1518.00,0.00,50362.00,14141.00,7079.00,1,1796.39,70,84772.07,418
'41 a 60',4,'Solteiro','Doutorado',42,49,'Proprietario','Autonomo',0,2183.00,0.00,87307.00,51642.00,-77301.00,0,0.00,0,0.00,607
'41 a 60',0,'Solteiro','Sem Escolaridade',10,43,'Locatario','CLT',41,1518.00,0.00,33348.00,27050.00,-37498.00,1,404.33,23,6803.92,431
'acima de 60',4,'Solteiro','Sem Escolaridade',73,54,'Locatario','CLT',26,1518.00,0.00,46466.00,20907.00,9495.00,1,7405.42,21,408394.71,368
'acima de 60',2,'Solteiro','Sem Escolaridade',50,61,'Locatario','CLT',68,2557.00,0.00,45785.00,14086.00,0.00,0,0.00,0,0.00,535
'até 25',4,'Casado','Doutorado',24,47,'Proprietario','PJ',6,1518.00,0.00,62366.00,52001.00,-12027.00,0,0.00,0,0.00,695
'acima de 60',0,'Casado','Técnico',40,62,'Proprietario','PJ',13,2085.00,0.00,27509.00,9431.00,0.00,0,0.00,0,0.00,666
'acima de 60',1,'Solteiro','Sem Escolaridade',40,41,'Locatario','CLT',62,11230.00,281665.00,771292.00,327375.00,0.00,1,926.68,12,2426.09,695
'41 a 60',3,'Solteiro','Superior Completo',11,44,'Proprietario','Autonomo',9,1888.00,0.00,124744.00,48510.00,0.00,0,325.88,0,16955.95,599
'acima de 60',3,'Solteiro','Sem Escolaridade',54,41,'Locatario','CLT',61,2119.00,0.00,119278.00,53935.00,4027.00,1,14.07,2,558.05,642
'41 a 60',1,'Solteiro','Ensino Fundamental Incompleto',43,41,'Proprietario','PJ',25,1984.00,115783.00,688840.00,489909.00,77411.00,0,0.00,0,0.00,707
'acima de 60',3,'Viuvo','Doutorado',57,49,'Locatario','PJ',60,2420.00,351594.00,404277.00,139448.00,24400.00,0,0.00,0,0.00,764
'41 a 60',3,'Solteiro','Sem Escolaridade',27,44,'Locatario','CLT',38,3006.00,0.00,105150.00,36320.00,-26350.00,0,0.00,0,0.00,642
'acima de 60',0,'Casado','Ensino Médio Incompleto',4,61,'Locatario','PJ',44,14160.00,293362.00,483564.00,159854.00,46989.00,0,0.00,0,0.00,811
'acima de 60',4,'Solteiro','Sem Escolaridade',33,37,'Locatario','CLT',66,18827.00,437331.00,393159.00,347219.00,0.00,0,0.00,0,0.00,826
'acima de 60',4,'Casado','Ensino Médio Completo',65,43,'Locatario','PJ',47,3253.00,0.00,20660.00,12332.00,0.00,0,0.00,0,0.00,638
'acima de 60',3,'Solteiro','Sem Escolaridade',81,41,'Locatario','CLT',65,1518.00,0.00,63074.00,59712.00,-71003.00,0,0.00,0,0.00,658
'26 a 40',0,'Solteiro','Sem Escolaridade',29,44,'Locatario','CLT',13,6897.00,312067.00,182034.00,68521.00,46518.00,0,3425.72,0,239500.00,778
'26 a 40',3,'Solteiro','Técnico',27,44,'Locatario','Autonomo',8,13947.00,375655.00,110893.00,15403.00,0.00,0,0.00,0,0.00,782
'41 a 60',1,'Solteiro','Sem Escolaridade',6,37,'Locatario','CLT',4,2172.00,0.00,17486.00,10401.00,0.00,1,394.40,64,8250.00,455
'acima de 60',4,'Solteiro','Mestrado',54,54,'Proprietario','Autonomo',44,1932.00,0.00,77733.00,26168.00,-77342.00,1,3027.97,20,31147.06,456
'41 a 60',4,'Solteiro','Sem Escolaridade',41,43,'Locatario','CLT',24,1518.00,0.00,68796.00,33831.00,-25875.00,1,15269.06,59,182100.00,305
'41 a 60',3,'Casado','Pós-graduação',57,49,'Proprietario','CLT',39,1902.00,452130.00,509259.00,70399.00,0.00,0,5106.75,0,428300.00,664
'acima de 60',0,'Solteiro','Sem Escolaridade',37,37,'Locatario','CLT',40,12394.00,157985.00,361160.00,170431.00,0.00,0,14060.11,0,91322.56,760
'acima de 60',1,'Solteiro','Sem Escolaridade',90,41,'Locatario','CLT',30,1518.00,0.00,107420.00,60213.00,12746.00,0,0.00,0,0.00,748
'26 a 40',3,'Casado','Ensino Médio Completo',13,43,'Proprietario','CLT',15,1790.00,0.00,18218.00,7664.00,0.00,0,188.36,0,8875.49,680
'acima de 60',1,'Solteiro','Sem Escolaridade',34,54,'Locatario','CLT',51,1518.00,0.00,37131.00,11884.00,8379.00,0,0.00,0,0.00,620
'41 a 60',1,'Solteiro','Sem Escolaridade',13,59,'Locatario','CLT',21,3267.00,0.00,83779.00,34388.00,0.00,1,2893.76,17,101812.73,370
'26 a 40',4,'Casado','Doutorado',32,36,'Locatario','PJ',14,1518.00,0.00,22487.00,18551.00,0.00,0,4737.37,0,38788.08,527
'até 25',3,'Solteiro','Sem Escolaridade',4,43,'Locatario','CLT',2,1518.00,0.00,5683.00,3792.00,-4280.00,1,20834.84,45,279529.34,238
'até 25',2,'Viuvo','Técnico',23,54,'Locatario','Autonomo',2,2446.00,0.00,143088.00,70369.00,45667.00,0,3495.49,0,102800.00,507
'26 a 40',0,'Solteiro','Sem Escolaridade',20,59,'Locatario','CLT',19,2055.00,0.00,29069.00,20011.00,4931.00,0,0.00,0,0.00,658
'acima de 60',0,'Viuvo','Superior Incompleto',87,44,'Locatario','Autonomo',62,2756.00,0.00,96689.00,4790.00,-95015.00,0,0.00,0,0.00,659
'acima de 60',1,'Casado','Doutorado',37,54,'Proprietario','CLT',43,1878.00,0.00,67634.00,19736.00,88.00,0,0.00,0,0.00,755
'41 a 60',0,'Solteiro','Sem Escolaridade',53,42,'Locatario','CLT',37,10962.00,193248.00,275333.00,125273.00,0.00,1,1550.17,29,64048.07,612
'26 a 40',0,'Solteiro','Sem Escolaridade',34,42,'Locatario','CLT',16,2319.00,0.00,45781.00,23737.00,0.00,0,0.00,0,0.00,614
'41 a 60',3,'Casado','Superior Incompleto',9,48,'Proprietario','CLT',28,1518.00,0.00,52245.00,45969.00,4490.00,0,0.00,0,0.00,790
'acima de 60',4,'Casado','Ensino Fundamental Incompleto',48,37,'Locatario','CLT',9,2376.00,0.00,85045.00,39754.00,1092.00,0,0.00,0,0.00,691
'26 a 40',3,'Viuvo','Ensino Fundamental Completo',37,62,'Locatario','Autonomo',7,2410.00,0.00,18803.00,1883.00,-50022.00,0,0.00,0,0.00,331
'acima de 60',4,'Solteiro','Sem Escolaridade',83,48,'Locatario','CLT',21,1558.00,0.00,57536.00,45929.00,25154.00,0,0.00,0,0.00,713
'acima de 60',2,'Solteiro','Ensino Fundamental Incompleto',77,48,'Locatario','PJ',59,11086.00,332204.00,188412.00,8980.00,0.00,0,0.00,0,0.00,699
'26 a 40',0,'Solteiro','Sem Escolaridade',34,50,'Locatario','CLT',13,2300.00,84629.00,513182.00,193593.00,0.00,1,1562.12,32,86059.63,529
'41 a 60',4,'Solteiro','Sem Escolaridade',54,43,'Locatario','CLT',33,1853.00,0.00,53309.00,11825.00,619.00,0,0.00,0,0.00,560
'acima de 60',0,'Solteiro','Sem Escolaridade',22,59,'Locatario','CLT',36,2581.00,0.00,61420.00,26649.00,0.00,1,2647.36,22,97035.24,415
'41 a 60',3,'Casado','Ensino Médio Incompleto',26,42,'Proprietario','PJ',25,11858.00,92585.00,366453.00,231098.00,27184.00,1,6078.52,68,94706.14,581
'até 25',1,'Solteiro','Sem Escolaridade',19,49,'Locatario','CLT',0,1518.00,0.00,117027.00,19702.00,6548.00,0,11556.37,0,123625.00,470
'até 25',4,'Solteiro','Sem Escolaridade',1,49,'Locatario','CLT',2,1637.00,0.00,73562.00,73201.00,0.00,0,0.00,0,0.00,547
'41 a 60',1,'Solteiro','Sem Escolaridade',50,43,'Locatario','CLT',32,1640.00,352396.00,361660.00,115296.00,0.00,0,0.00,0,0.00,641
'até 25',3,'Viuvo','Superior Incompleto',15,42,'Locatario','PJ',3,1518.00,0.00,55014.00,10037.00,-2292.00,1,54.10,18,841.11,447
'acima de 60',2,'Viuvo','Superior Completo',48,49,'Locatario','CLT',72,1894.00,0.00,99613.00,41670.00,0.00,0,0.00,0,0.00,692
'acima de 60',1,'Solteiro','Sem Escolaridade',36,43,'Locatario','CLT',60,2033.00,0.00,133821.00,90004.00,0.00,0,0.00,0,0.00,668
'acima de 60',0,'Viuvo','Superior Incompleto',73,49,'Proprietario','Autonomo',28,2254.00,0.00,56623.00,7215.00,0.00,1,144.91,4,2300.00,616
'26 a 40',1,'Solteiro','Sem Escolaridade',29,54,'Locatario','CLT',11,1518.00,0.00,35619.00,5672.00,2196.00,1,340.14,81,9483.45,518
'26 a 40',4,'Solteiro','Sem Escolaridade',20,42,'Locatario','CLT',11,3233.00,0.00,52275.00,42416.00,0.00,0,0.00,0,0.00,710
'acima de 60',1,'Solteiro','Sem Escolaridade',99,44,'Locatario','CLT',81,4369.00,403156.00,639386.00,305863.00,13583.00,1,160.92,43,3787.33,771
'41 a 60',3,'Solteiro','Sem Escolaridade',45,56,'Locatario','CLT',27,1518.00,0.00,62085.00,4448.00,0.00,0,0.00,0,0.00,518
'41 a 60',2,'Viuvo','Ensino Fundamental Completo',54,37,'Locatario','Autonomo',34,1518.00,0.00,38996.00,4916.00,-45307.00,0,194.02,0,16271.15,396
'41 a 60',2,'Viuvo','Ensino Médio Completo',10,49,'Locatario','Autonomo',11,2721.00,0.00,39558.00,21247.00,0.00,0,0.00,0,0.00,429
'acima de 60',4,'Solteiro','Pós-graduação',61,56,'Proprietario','Autonomo',55,2123.00,0.00,132902.00,70532.00,0.00,1,928.32,21,10550.00,481
'41 a 60',1,'Viuvo','Superior Completo',28,50,'Locatario','CLT',28,2593.00,0.00,29329.00,362.00,0.00,0,453.53,0,10703.23,415
'até 25',0,'Viuvo','Mestrado',19,54,'Proprietario','Autonomo',1,1518.00,0.00,67373.00,24310.00,-654.00,0,0.00,0,0.00,560
'41 a 60',3,'Casado','Ensino Médio Incompleto',48,36,'Locatario','PJ',2,1651.00,0.00,52980.00,36610.00,0.00,1,183.96,89,2201.11,469
'acima de 60',1,'Solteiro','Ensino Fundamental Incompleto',66,41,'Locatario','PJ',10,3113.00,342866.00,164512.00,52897.00,-212298.00,0,0.00,0,0.00,724
'41 a 60',3,'Solteiro','Pós-graduação',32,43,'Proprietario','Autonomo',17,2994.00,0.00,70352.00,39658.00,18361.00,0,0.00,0,0.00,730
'acima de 60',0,'Casado','Ensino Fundamental Incompleto',90,48,'Proprietario','PJ',31,7416.00,322180.00,477814.00,127326.00,2790.00,1,212.47,13,12059.04,747
'26 a 40',2,'Solteiro','Sem Escolaridade',25,41,'Locatario','CLT',9,2328.00,0.00,70668.00,34128.00,0.00,0,412.17,0,6830.00,643
